رضوان‌الله	6820000
مشخصات	12200603
انواع	15201749
شاخه	20100445
آب‌شیرین‌کن	6024105
سفیدکننده	7460006
تقی	29500105
ابوی	19600000
الا	28800145
عالم	19101716
روح‌الله	8140074
آز	56700023
تدریجی	11200197
دکتری	14000165
افزار	13900007
مقالات	11100526
سبزیجات	9170067
اهتمامات	7840000
قطب‌نما	9100006
فیلا	18100016
طبعی	18100006
هیچ‌گونه	7740000
انسان	13505928
رویا	18000000
ذات	26900330
مطالب	13401231
ماشین‌حساب	5910024
بیدی	17700005
متفرقات	8740000
دانستنی	8710025
صور	26100086
عقلی	17300221
رفعت	17200021
هنگامی	10300010
محصولات	8501230
مواقع	12700338
مواجهات	8410000
نگار	16600034
گوشواره	8290008
لعنه‌الله	6170001
مائده	12200036
منال	16200008
بسکتبالیست	5350015
دانشنامه	6870063
نظرات	12000574
اسلیم	11900001
فراورده	7740015
نشریات	9110469
کانبرا	9080023
راهنما	9040281
ستارگان	7450000
شعبده‌بازی	4950002
شال	22100059
انتخاباتی	5510309
سوز	21700056
خز	42800002
تراش	14200032
بازدید	8500969
کاربر	10600151
برهان	10600088
وقتی‌که	7030156
کارکرده	7000010
طاقه	14000004
کتاب	13807075
امشی	13800000
حرفه	13760292
شیرآلات	6870020
ایهاالناس	5140005
املا	13700008
افزودنی	6750021
بنام	13500016
فتحه	13500001
کاراته	8050107
قزل‌آلا	6690019
جگوار	9940003
بدری	13200006
سبحان	9870043
موسیقی	7871632
ارسال‌شده	4908614
قرض‌الحسنه	4320067
آرشیو	9690087
خطوه	12900000
سالنامه	6410043
کاکائو	7680026
ثلاثی	9550000
سخت‌افزار	4760080
بارگذاری	5410016
خفایا	9380000
عضویت	9350741
امروزی	7470337
سلیقه	9270298
خمسه	12300038
زیبا	12281024
ارائه	9203805
رودخانه	6130883
ماکولات	6130002
بیت‌الله	5250002
ماهنامه	6120181
مار	18200114
جهد	18200024
شکلات	9080058
دوا	18100054
داروسازی	5140113
آفرین	8800050
یکپارچه	5850160
مصطلحات	5760005
مبین	11400163
حامد	11400086
نویسنده	5651995
شستشو	8240113
سرگرم‌کننده	3250055
آسیایی	6490387
نادر	10800477
پرس	16100084
کارامل	6440000
بغدادی	6240017
موز	15600033
رسول	10300716
خرد	15400405
ویژه‌نامه	3840045
هیچ‌گاه	5090197
سردخانه	5030034
فضاپیما	5000065
سیستم‌عامل	3330003
شتاب	9970200
دفعات	7350075
نامه	9721797
راه‌اندازی	3227760
رئیس‌جمهور	3221621
لمحه	9630000
آستان	7200109
کربوهیدرات	3170038
شعر	14101625
منهی	9350002
بزرگ‌راه	3990372
باب	13900761
نوشابه	5550119
زیبایی	5530454
رسم	13800254
فیلم‌نامه	3430625
افادت	6850000
خزندگان	4510000
گنجینه	5400313
ترسیم	6690338
هندوانه	4440030
بیرونی	5250223
کیسه	8730131
وانت	8610136
پیوستگان	3660000
نوشیدنی	4250000
عدد	12700597
داستان	5071688
سیاه‌چاله	3160013
حفاری	6290179
آگهی	8370141
رس	24900042
انتخابات	3553945
سفارش	6200344
نشسته	6180486
صومعه	6140016
یهودیت	4910020
اشکالات	4067153
ویندوز	4830070
مهستی	6030000
تبریزی	4800090
مسلط	7972337
سبب	11801526
لوازم	5880411
مقاطع	5850212
نمایشنامه	2900292
تالار	5790657
مهرسازی	3860001
مرطوب‌کننده	2310001
وجوب	7690069
گرفته‌شده	2870037
هیئت‌مدیره	2550371
افشاری	4590032
لوازم‌التحریر	1903026
مصوبات	4560287
افغانی	4560156
درج	11240516
نمودار	4490274
سبعه	7480003
اتاق‌خواب	2800005
اسباب‌بازی	2487072
عشق	11101215
پوش	11100004
پیغام	5500076
جیران	5480002
تیره	7280209
بهبهانی	3640063
زودبازده	3110010
آهنگری	4330018
زردآلو	4300032
پول‌دار	3580047
اشعار	5360381
نفهم	7120003
فراموش‌شده	2370028
میلی	7110008
نمایشگاه	3042760
مجلات	5320146
نال	10600002
جالب	7040646
بیستم	5270437
مطلوب	5251082
چهارقلو	3480064
پنج‌قلو	3480064
هفت‌قلو	3480064
هشت‌قلو	3480064
ناخواسته	2970175
یادگاری	3460042
کائن	6880000
متفرقه	4110043
شریان	5130060
دل‌نشین	3410072
جنه	10200003
صفحات	5090246
هشت‌پا	4070001
نرم‌افزاری	2257080
ماشین‌سازی	2256027
گوناگون	3381578
دهنده	5060032
قرارگرفته	2520007
علاقه	5021019
واژگان	4010201
شاعر	6660999
قابل‌توجه	2496657
چاپ	9962381
حیوانات	3320378
آیین‌نامه	2480273
دروس	6610281
اشتراکات	2820018
سنج	9860005
ماسه	6570064
خنده‌دار	2810023
مترجم	4870246
ناگفته	3890095
دوش	9710413
چرم	9700047
اردیبهشت	2770381
الآن	6460031
مسلسل	4840042
مقطع	6450586
کیفیت	4821205
اسرار	4820165
فریده	4820014
روی‌هم‌رفته	1926443
پی‌وی‌سی	2731005
حبوب	6360004
نجوم	6350107
همگانی	3790352
قطع‌نامه	2700826
صناع	6250000
بلا	9320140
قران	6190002
ننه	9270018
کاه	9240025
جمره	6140005
خوش‌بو	3670031
بخشنامه	3040149
جوندگان	3040000
خیمه‌شب‌بازی	1650916
یراق‌آلات	2270003
دست‌شویی	2580051
بازاریابی	2250136
برف‌پاک‌کن	1996102
مسلم	5980413
مسخره	4480079
کارآزموده	2240025
اشتغال	3570968
طبقه‌بندی	2230316
بخارست	3550066
فصل‌نامه	2530158
پیش‌فروش	2527029
جشنواره	2942307
آغازشده	2930008
خوش	8780575
مطویات	3510000
استخدام	2920419
یک‌قلو	3480064
نه‌قلو	3480064
شش‌قلو	3480064
سه‌قلو	3480064
ده‌قلو	3480064
تشریحی	3440018
مباحث	4280602
رقص	8560145
دامپزشکی	2440120
دائره‌المعارف	1420037
حواله	4260071
بال‌دار	2840013
ضمانت‌نامه	1890038
والسلام	2820061
روزمره	3360229
بریده	4200086
پسند	5580044
افتتاح	3320685
سکره	5520010
آب‌رسانی	2360197
قباله	4130009
قلم	8250811
آب‌گرم‌کن	2060014
گردش	5480438
مفید	5470996
مقاله	4101305
شام	8170393
قرآن	5443003
ازدواج	3260766
تناسلی	3260022
استاندارد	2020908
ریال	5353936
نوپا	5350070
مولفه	4010069
عاشقانه	2670116
مشتقات	3200020
خوانده‌شده	1775125
نمونه	3982032
سما	7950005
مهمان‌دوست	1766605
پیش‌گام	2640088
فارغ‌التحصیل	1439458
نگارخانه	2260145
صلاح	5260182
دوخت	5250034
توضیحات	2600260
نقل‌قول	2598119
شکست‌خورده	1730060
ویرایش	3100062
عبد	7750048
ادوار	3870099
نبوی	5150176
تغییرات	2571288
قهقهه	3850011
تفکر	5080892
پاسخنامه	2170015
خوش‌حال	2529749
صندوق	3781373
شیمیایی	2520745
دانمارکی	2160027
حسب	7550541
مسائل	3773193
پایه	5001705
آشنا	4981016
سی‌دی	3717027
سرچشمه	2970340
گفتمان	2970234
ابعاد	3690994
سیگاری	2930103
لغت‌نامه	2090032
حق‌به‌جانب	1623583
آویز	4870005
داده‌شده	2087049
یازده	3650195
تفسیر	3641153
برگزیدگان	1820000
رتبه‌بندی	1818016
مهندس	3631812
انجام‌شده	1814877
امتحان	2900290
رمز	7250244
دیدنی	3600329
اصلانی	2870028
چاپخانه	2390109
کل‌کل	3580000
وب‌گاه	2840000
بینندگان	2020002
هوشمندانه	1760069
مارک‌دار	2010000
تلفظ	4670064
نصب	7000862
لاهور	3490079
قد	13960177
سعید	4640685
دوقلو	3480064
حاجت	4640060
آجی	6940000
زبانه	3460033
بلااستثنا	1730001
یکجا	4610092
آهنگ	4600429
بایگانی	2300157
برنامه‌نویس	1377014
حروف	4570254
سنجد	4570015
عناوین	2740328
حجهالاسلام	1520000
مجهول‌الهویه	1240006
بها	6811101
پایان‌نامه	1513188
بلامانع	2260050
پرس‌کار	2260000
ناخدا	3370043
فضل	6730206
کنکور	3360110
برتر	4480004
لاغر	4470046
ادویه	3340027
فرهنگ‌نامه	1480003
سکونت	3320223
ماجراجویی	1660018
ترتیبات	2200131
آهنی	4400092
بهینه‌سازی	1466109
عتبه	4390003
مش	13100022
دوست‌داشتنی	1308074
ناله	4350115
کتابچه	2610021
نام‌جو	2610011
گران‌بها	1860079
معارفه	2580054
خالد	4290063
عطر	6420133
شوق	6410179
نهج‌البلاغه	1279195
اطفال	3190164
قالی‌باف	1820027
محترم	3181772
تعبیر	3180574
مختصر	3180269
هدیه	4230281
خانوادگی	1810370
شب‌زنده‌دار	1265527
یارا	4210002
گران‌قدر	1800151
کتیبه	3150201
ذوالجلال	1790005
تولد	4170645
روزبه	3120014
افشان	3120009
ششلیک	3120000
تاب	6230115
گوی	6230007
سخنگو	3111120
نوکیا	3110002
یک‌باره	2070102
آمر	6210042
فروردین‌ماه	1241105
تصفیه‌خانه	1370036
خوانندگان	1540001
درس	6151544
ممتاز	3070379
معیار	3050626
امت	6090538
تونس	4060165
پرندگان	2030000
دیدگاه	2431832
معدن	4040342
بروجردی	2020075
قهوه	4040118
مردم‌سالاری	1211154
آموزشگاه	1730181
موتورولا	1730005
کارتون	2420064
لپ‌تاپ	2417007
روزنامه‌نگاری	1006096
رابط	4020105
رایانه	2410631
خصوصیات	2000483
کارفرما	2000189
آرماتور	2000006
منقولات	2000001
مسئول	2995322
هیپی	3990007
مهمان	2990130
حضرت	3983404
جمال	3980153
شکر	5960399
خاطره	2970478
بافتنی	2370012
تعلیم	2960509
وسیله	2952731
نژاد	3930200
شمس‌العماره	1173013
مشهور	2910544
مربا	3870010
استعداد	1928726
ابداع	2890229
جلیلی	2890033
خلیج‌فارس	1444916
قابل‌استفاده	1046614
رنج	5750656
پوشیده	2290262
ترکیب	2850924
عسل	5700135
احداث	2841305
باد	5680851
تازه‌وارد	1418035
کپی‌برداری	1258010
عشاق	3770023
خانگی	2800254
کلید	3730406
مولتی‌مدیا	1243001
تذکر	3720280
تعرفه	2790157
علی‌الخصوص	1240035
پرسشنامه	1590165
جوش	5560372
یادداشت	1850457
ضیعت	3700000
شناسه	2770086
مرجع	3690427
نظرسنجی	1840243
برگزیده	1820596
سامسونگ	1820013
زیست‌محیطی	1210392
یکتا	3630069
سیف‌الدوله	1210000
لمحات	2720000
جایگاه	2171720
امتحانات	1550118
متقدم	2710016
مناسبت	2161291
جی‌ال‌ایکس	1200619
مبادله	2160245
لهجه	3580205
تاج‌محل	1790010
آش	10740056
تدریس	2680610
مداخلات	1770018
سخنران	2120168
ایمان	2641099
ممنون	2640034
تحمیلات	1760001
یکهو	3510008
مجالس	2620311
سیئات	2620006
ولایت‌فقیه	1164009
نامه‌نگاری	1160009
هنرنمایی	1490025
اخلاق	2600765
ملاحظه	2080496
علامت	2600322
ترقیات	2080013
بندگان	2080000
خواننده	1730579
تربیت	2591179
اتومبیل	1720943
ناصر	3430264
پس‌زمینه	1465012
تفاهم	2560392
بغض	5120077
مجانی	2560036
انگلستان	1460577
قرارداد	1702063
کسب	5102426
راننده	2040583
عتیقه	2550052
جیوش	3400000
ارائه‌شده	1272525
پدیدآورنده	1130032
خواندنی	1690087
هیجان‌انگیز	1011024
ارائه‌دهنده	1008622
عروض	3360014
مشاورات	1680000
اصلاحی	2010210
تقویم	2510103
روزنامه‌نگار	911489
سوار	3340433
پیش‌دانشگاهی	909121
انطباع	2000000
همزه	3330006
اصحاب	2490233
تحریم	2480735
بی‌تا	2480003
گیاه‌خواری	1100013
نشاط	3290240
افطاری	1970016
لکه	4910105
همایش	2451965
مینی‌بوس	1400418
آفتاب	2450373
تعمیر	2450234
بلغاری	1960025
بریانی	1960001
خبرنامه	1630016
زئوس	3260005
میان‌رشته‌ای	887503
متداول	1950199
صیغه	3250011
حب	9700051
آب‌میوه‌گیری	881002
بسته‌بندی‌شده	806869
روم	4840231
مطالعات	1611044
مشترکین	1610133
خداوند	1922039
قرقره	2400005
بی‌نظیر	1588237
ارسال‌کننده	951006
سازنده	1900692
صوت	4730121
حول	4730112
صدرالاسلام	1050000
خر	9400082
معشوقه	1880011
جوهر	3120137
ایران‌خودرو	934057
احساساتی	1330034
صباح	3100075
ریاضی	2320346
مایکروسافت	1030079
تسلا	3080016
عقل	4600724
باب‌الحوائج	917000
قصه	4580728
جزئی	3040081
صحن	4550157
جذاب	3030251
امواج	2270381
ایام	3020736
مزایده	1810638
املاک	2260200
هفت‌گانه	1290030
جذب	4501166
سیم‌کارت	1286015
رستم	2990162
چشم‌به‌راه	996071
آشپزخانه	1280132
سفارتخانه	1120101
گران‌قیمت	1120056
حراج	2980079
اشکال	2230677
لیمو	2970033
کارت‌پستال	987014
وصف	4440196
اتوبوس	1770625
متنوع	2210429
گله	4420128
کارگردان	1260933
کشتارگاه	1260069
مناقصه	1760913
دسامبر	1760457
گیاه‌خوار	1100013
پاک‌سازی	1250148
ملائکه	1750069
سعد	4360081
ایالات‌متحده	792311
ماجراجویانه	871008
طالب	2900873
جناب	2900744
تعقیبات	1450003
جانبی	2170235
دزد	4340250
رکود	2890214
سرمقاله	1430219
هنرمندانه	1070042
خالص	2850252
پیاده‌سازی	948017
فروشنده	1420274
تعمیرات	1420121
خنده	2840239
برچسب	2130104
دل‌خراش	1420027
یک‌میلیون	1062268
یونی	2830011
مسافر	2120865
غافل‌گیر	1210058
عزت‌الله	1210046
جواهرات	1410074
هوشمندی	1410063
ننواختن	1410000
اجتماع	1680599
مصالح	2100575
مطمئن	2100566
خاطرات	1680275
پیمانکاری	1050016
شماته	2090000
فراوان	1671571
شبستان	1670052
منگوله	1670001
رساله	2080248
مشرف	2770423
پیامبر	1661664
آگه	4151196
آلی	4150098
محروم	2070848
نام‌برده	1180185
صلاحیت	1650560
حجیم	2750021
فتوشاپ	1650002
نقره	2740268
ضرب‌المثل	1024068
دامنه	2040434
عمران	2040401
ایرلندی	1360034
ذبیح‌الله	1020010
مقدس	2711706
تعریف	2031365
جواهر	2030063
روان	2700355
زردچوبه	1350010
هنگامی‌که	1011427
سپاسگزاری	1010689
انحراف	1616322
شهریورماه	1010133
هفته‌نامه	1005357
گران	2680237
کاریزما	1340000
بمب‌گذاری‌شده	667267
ولد	4000006
تفصیلات	1330003
نخیل	2660001
مفهوم	1991255
اسباب	1990188
مکانیک	1590113
فیلم‌ساز	1130245
اغتشاش‌گران	790000
منصور	1970269
مرحبا	1970006
متشابه	1570009
استفاده‌شده	784726
تحریک	1956383
مغیر	2590000
عبرات	1940000
افسانه	1550254
دوروزه	1550133
دام	3860641
مباح	2570013
میانگین	1280426
بین‌قاره‌ای	766938
حافظ	2550818
میهمان	1530258
سیر	3821673
فتاحی	1910012
ناهنجاری	1090110
تاریخچه	1270153
لذا	3801964
یونجه	1900012
دیدگان	1520001
مولا	2520082
رگ	7560206
فن	7530247
رقابت	1882531
آمین	2510016
بی‌راه	1490012
بهبود	1861148
مماش	2480000
کاریکاتور	929128
یاهو	2470016
شخصیت	1852467
دررسیدن	1230000
تقدیر	1840594
مجنون	1840050
ایستا	1840021
امروزه	1470787
دستورالعمل	815285
زنده‌یاد	1047072
سرگشاده	1220025
آریا	2440024
راجع	2440005
معدل	2430113
مسروق	1820000
تشکیل‌شده	908515
معما	2420070
همانند	1450639
دلخواه	1450138
درو	3620033
رایج	2410464
عذاب	2410136
ماده	2402835
مفاهیم	1440691
نوامبر	1440314
پارس‌خودرو	799009
میان‌دوره‌ای	652347
سرور	2390182
نبودن	1788323
دوگانه‌سوز	794002
استعماری	1020123
ژله	3570007
آن‌که	1780511
چرب	3560088
پلی‌اتیلن	888022
پوشاک	1770138
کافه	2360054
کاریابی	1180015
عودت	2360021
نویسندگی	1010078
پیراپزشک	1010010
مهرپرستی	1010006
زادگاه	1410154
محتوی	1760045
پلی‌استیشن	782007
حلقه	2340459
رمانتیک	1170025
اعتصامی	1170019
اتود	2340007
حافظه	1750616
قمر	3500053
اماله	1750000
مصرف‌کننده	777343
فوق‌لیسانس	777086
ویروس	1740602
عقاید	1740376
وصیت‌نامه	870162
شغل	3480461
سفرنامه	1160035
فائزه	1740015
کلاسیک	1390242
اشخاص	1730745
توفیق	1730528
بهره‌مند	987369
مسئولیت	1151898
سرپرست	1380437
شیرینی	1380205
کلین	2300000
دبیرستان	985431
افزایش‌یافته	623095
پوست	2280614
شیطان	1710242
خلال	2280271
یادواره	1140085
ترانه	1710111
همه‌جا	1365337
مریم	2270299
یدطولی	1360921
رحمت‌الله	849033
سردی	2260063
اعلام‌شده	847263
موافقت‌نامه	677313
فرش	3370758
بازدیدکننده	674131
طبیعت	1680932
پیداشده	1120006
سانترال	1120005
گلاسه	1680002
اهوال	1680000
وان	3350068
هیئت‌رئیسه	744022
غیره	2230690
پیش‌ساخته	836020
ترفند	1670089
پیش‌گیری	953642
جزئیات	1330319
ناراحت	1330267
ضوابط	1660378
مالوف	1660000
کالا	2212284
فیلم‌بردار	736057
زمستان	1320376
خریدار	1320304
خدابنده	1100028
طراح	2190239
خارق‌العاده	656027
پایان‌یافته	655317
اصغر	2180135
اضافه‌شده	815837
پروانه	1300385
اعتیاد	1300314
نشر	3250629
احسن	2160080
ضاله	2150007
بلورشناسی	806000
تغذیه	1610538
سامان	1610235
ابر	3220341
ویژوال‌بیسیک	584009
گذاشته‌شده	712424
گرچه	2130734
ضرورت	1591654
واسطه	1590532
تخفیف	1590260
اهل‌بیت	1060171
آهن	3180299
رب	6360084
سیمی	2120008
کاربرد	1270754
محققین	1270112
تقویت‌کننده	633063
احکام	1580669
پارتی	1580039
صفو	3160022
اعمال‌شده	789051
اثربخشی	1050086
روشنگری	1050084
پیوندی	1260035
کپی‌رایت	900008
شروع‌شده	899236
گل	6291984
حقیقی	1570589
حیوان	1570235
اعلان	1570090
شایسته	1250799
بارز	2080365
تعویض	1560178
حدیث	2070511
اختر	2070036
سکرت	2070000
تعلیق	1550123
معرفی‌شده	775029
اشرف	2060104
وزنه‌برداری	617105
زنانه	1540075
سانسور	1230103
طالع	2050016
قول‌نامه	875021
ویدئو	1530077
آقازاده	1020024
خیز	3050043
نوری	2030541
مجرد	2030128
انتخاب‌شده	676466
ارشاد	1521489
جبران	1520499
اخذ	3030711
سربلندی	1010127
دست‌نوشته	757042
پرسرعت	1210007
نتیجه‌گیری	671201
نماز	2011330
سوره	2010562
تعمیرگاه	860035
بابلی	1500049
سرپوشیده	856059
مطرح‌شده	855162
ره	5981853
دوستدار	996057
عرصه	1991750
تکتم	1990000
یارانه	1190210
استثنا	1190172
مدرک	1980408
شک	5940511
درب	2970177
پخش‌کننده	742028
ارزشمند	987515
تهیه‌کننده	658313
پیش‌نیاز	846023
تکثیر	1480168
مدنظر	1480107
مرتب	1970256
اقتباس	1180112
مبدعات	1180000
ناجوانمردانه	536045
ماندگار	982245
ویژگی	1471736
مذهب	1960505
فارغ	1960116
اسرائیل	977000
مبلغ	1951690
خواص	1950301
دانه	1950288
دلسوز	1460203
دست‌یابی	834028
دامپزشک	970010
فاضلاب	1160420
واردکننده	722071
بنده	1920841
فشرده	1440220
دوست‌یابی	720005
تادیب	1440009
اویل	1920000
قرعه‌کشی	821067
جانب	1910482
مولی	1910017
احساسات	953489
استخراج	949327
چاق‌کننده	711002
صرفه‌جویی	710253
بهانه	1420479
علامه	1420322
فجر	2840295
معجزه	1420147
واژه‌نامه	710029
دون	2840031
صادرکننده	709369
هیئت	1890431
انتصابات	810008
اعتباری	944204
علاقه‌مند	705639
تعامل	1410211
مست	2820068
سوغات	1410028
دعوت‌نامه	704016
کاغذدیواری	625005
طنز	2810298
چای‌خوری	801010
مشاغل	1400296
فیزیک	1400208
روزه‌داری	700037
مگابایت	932012
فرض	2790715
رجوع	1860207
خلیل‌الله	696003
رعایت	1391381
لبخند	1390289
بخار	1852208
والدین	1110439
روایات	1110319
ناسازگاری	691042
ثروتمند	921231
وداع	1840096
بلد	2760116
غنچه	1840029
سرمه	1840004
ایجادشده	788131
مدرن	1830417
یک‌طرفه	915074
کانون	1371045
اوراق	1370372
کد	5480284
گرینویچ	912038
نیمه‌حرفه‌ای	496613
سند	2730802
انضمام	1090057
دلنواز	1090005
کام	2710104
دوستانه	902307
خداحافظ	902048
عرضه‌کننده	600838
یادشده	1080957
عادت	1800366
کنسرت	1350113
لخته	1800080
کسره	1800024
گشته	1800006
پربیننده	769018
نیامده	1076000
معاصر	1340849
معادن	1340541
معارف	1340405
تصمیمات	893461
طیور	1780099
جستجوگر	890034
تراز	1778164
تجدید	1330785
خشک	2660593
زبیده	1330008
ریاضیات	886211
تمیز	1770219
ستار	1770060
سکوب	1770000
حمیم	1770000
احتیاج	1060422
ذوق	2650175
هفت‌آسمان	662000
بزرگداشت	755407
سامان‌دهی	660722
بوتان	1320022
امتیازات	752260
هالیوود	876078
مقدم	1750263
فنون	1750198
شسته	1750014
وظایف	1311253
کروبی	1310392
اتمام	1310334
رغم	2620352
تحریر	1310128
پلک	2620080
ممر	2620014
ماهیانه	870027
شرکت‌کننده	579873
کامیون	1040371
بعض	2600045
گوجه‌فرنگی	577093
عارف	1730279
فلش	2590004
نمایشگر	862044
هندوستان	738252
سازه	1720159
مضاف‌الیه	645000
خودمانی	859029
دنباله	1030134
مردانه	1030076
خواهشمند	735052
کناره‌گیری	571197
داغ	2570238
سیب‌زمینی	642191
باستان	1020298
حمام	1700307
برکنار	1020152
ماهانه	1020126
تماشا	1272512
عرفان	1270290
اقسام	1270104
تبیان	1270008
کلاس	1691463
عرضه‌شده	724637
ساحل	1690339
یک‌کلام	845001
وام	2530650
ماش	2530013
سرامیک	1010049
فشرده‌سازی	561007
گریان	1260037
مادون‌قرمز	559004
سفارش‌دهنده	503015
کارخانجات	628245
خنک‌کننده	628019
متخصصین	835178
منظر	1670288
شیمی	1670193
خیره	1670162
سمنان	1250324
دوچرخه‌سواری	453120
اصطلاحات	711123
آزمایشگاه	621325
عقیده	1240840
نمودن	1240344
تعادل	1240343
منحصر	1240215
مهمان‌پرستی	495000
مونتاژ	989076
متوحشه	986000
تجربی	1232287
تشریح	1230701
فرهاد	1230524
دفاتر	1230337
بهینه	1230283
تابع	1640342
ماشین‌سواری	492001
پرهام	1230001
رحما	1640000
ارزان‌قیمت	546049
قهوه‌خانه	613455
ولی‌فقیه	700147
رادیوم	979000
بزرگ‌نمایی	543844
روغن	1630450
گرایش	1220927
اعم	2440585
مظلوم	1220243
گسترش‌یافته	487691
آسانسور	811047
نغم	2430000
سی‌دی‌رام	606003
گمراه	1210076
طلاب	1610397
صدمت	1610000
سالگرد	965456
سو	4827070
شیرینی‌پزی	536009
مد	4820290
توده	1602378
فولاد	1200577
ضعف	2400875
فقدان	1200409
خوش‌آیند	685912
تطابق	1200106
ماخذ	1600059
خوردنی	960027
پرشیا	1200008
خوشه‌بندی	600002
گذشتگان	800000
استودیو	799070
کیلووات	798070
اردبیل	957521
پلی‌پروپیلن	478003
گهواره	955019
دائم	1590310
عامه	1590237
دخول	1590012
نقش‌آفرینی	529029
امثال	1190302
قصص	2380027
هلال‌احمر	594073
آینه	1580208
غیرقانونی	591558
تراکتور	788102
دانش‌نامه	591065
میخانه	945020
گیلان	1180693
معروضات	787000
ال‌جی	1176807
اختراع	941155
بهره‌مندی	588123
امتیازدهی	588008
نیک	2350191
پیش‌نمایش	587003
یادگیری	782361
جنبه	1561054
مالزی	1170708
محبت	1560566
اردو	1560493
کیلو	1560269
عزت	2340401
اندام	1170197
محتویات	780095
گرفتار	935364
عام‌الفیل	584001
سرگیجه	933042
دفترچه	932192
مرحوم	1160979
مبتلا	1160954
مبانی	1160573
ارتقا	1160522
مهارت	1160456
کاش	2320091
جانبه	1160006
مسافرت	927233
توسعه‌یافته	463205
بقیه‌الله	579000
ایراد	1156468
تعلم	1538043
کیلوبایت	658003
موعظه	1150057
مندوبات	766000
قضیه	1530703
ابهام	1144274
تخلف	1524274
مسئولین	760617
توجیه	1140577
تعدیل	1140216
هم‌فکری	760061
آهان	1520008
جغرافیا	759218
تی‌شرت	910005
محاسبات	758222
مهربان	909225
مهمان‌پرست	504000
اساتید	906412
شهرسازی	755320
کوزه	1510050
تمنا	1510044
برون‌رفت	646806
تولیدشده	646106
ترویج	1130508
دانسته	904357
تناسب	1130249
پاتوق	1130016
متفرع	1130001
زوائد	1130001
مهندسین	750118
پیش‌دبستانی	450052
دکمه	1500053
خلیفه‌الله	500011
ولا	2250020
تمنی	1500001
حساب‌رس	749022
سیگار	1122502
معنوی	1121041
خواهر	1120629
قاعده	1120320
محافظ	1120121
اسکنر	1120004
پز	4470005
دیوانگان	638000
هرروزه	893021
بیمار	1112218
رونالدو	741031
عوارض	1110791
هنرمند	888135
خویشتن	887153
استخوان	738378
خاطره‌انگیز	443021
فرقه	1470157
سیروان	881006
شاگرد	1100400
افشار	1100128
بی‌نوا	880033
واقع‌شده	628063
بچگانه	879009
سرما	1462171
مرام‌نامه	548012
عین‌الیقین	487003
چهارده	876131
حلال	1460123
تحسینات	730000
ناگهان	875296
پیش‌آمده	625053
استعمال	727189
نمازخانه	622047
فقیه	1450541
حبیب	1450113
چاپ‌شده	725043
نامناسب	724202
کوالالامپور	434193
شست	2170018
تمام‌شده	619759
شیوه	1441938
مدارک	1080793
دارا	1440408
ادب	2160473
جعبه	1440174
کاهو	1440015
تازه‌کار	616025
بشقاب‌پرنده	431007
تهیه‌شده	615367
بازیافتی	614006
خصوصی‌سازی	477146
حجاب	1430208
خطیر	1430126
جنون	1430068
ناعادلانه	536040
ناشناخته	612154
دندان	1070438
شهرام	1070056
اعتدال	855115
تقسیم‌بندی	474223
آزمایش	853261
منظومات	711000
تعلق	1420480
غارت	1420141
حسام	1420047
بلوچ	1420035
یک‌صد	1062268
نگه‌داشتن	531078
مورچه‌خوار	472000
می‌سی‌سی‌پی	424403
جلد	2120614
